1,“吃吃”的爱,2.485714286
2,22年后的自白：我是杀人犯,3.462616822
3,24小时：末路重生,2.5
4,3月的狮子 后篇,3.621359223
5,3月的狮子 前篇,3.582524272
6,7号室,2.953917051
7,BLAME!,3.684210526
8,JOJO的奇妙冒险：不灭钻石 第一章,2.880382775
9,P与JK,2.338235294
10,阿莉芙,3.042654028
11,阿唐奇遇,3.423255814
12,啊，荒野 后篇,3.990909091
13,啊，荒野 前篇,3.953488372
14,哀乐女子天团,3.309859155
15,艾娃,3.371559633
16,爱砸了,3.23923445
17,安娜贝尔2：诞生,3
18,暗黑女子,3.019047619
19,傲娇与偏见,2
20,奥斯曼中尉,2.723004695
21,巴霍巴利王(下)：终结,3.285714286
22,爸爸是女儿,3.257009346
23,百鸟朝凤,3.34562212
24,百日孤独,2.604651163
25,绑架,2.821656051
26,宝贝老板,3.375586854
27,保安官,2.96728972
28,报告老师！怪怪怪怪物！,2.940092166
29,暴雪将至,3.420560748
30,悲剧女孩,2.824074074
31,蝙蝠侠：煤气灯下的哥谭,3.157894737
32,变形金刚5：最后的骑士,2.136150235
33,表妹,2.555555556
34,表情奇幻冒险,2.391509434
35,别惹我,3.11
36,冰肤传说,3.023148148
37,冰果 真人版,2.314285714
38,玻璃城堡,3.521126761
39,伯德小姐,3.627118644
40,不干了，我开除了黑心公司,2.930232558
41,不汗党,3.328638498
42,仓皇一夜,2.617924528
43,厕所英雄,3.677966102
44,查尔斯三世,3.627358491
45,拆弹专家,2.995283019
46,常在你左右,2.425233645
47,超速驾驶,2.557692308
48,朝鲜名侦探：吸血怪魔的秘密,2.891566265
49,赤焰战场2,3.1875
50,初恋日记,2.661971831
51,春&夏事件簿,2.300970874
52,春娇救志明,3.438679245
53,春宵苦短，少女前进吧！,4.178403756
54,刺杀盖世太保,3.294392523
55,丛林,3.299539171
56,达拉斯买家俱乐部,4.25
57,打拳架,2.661971831
58,大佛普拉斯,4.051162791
59,大护法,3.449152542
60,大坏狐狸的故事,4
61,大明劫,4.025
62,大骚乱,3.193396226
63,大世界,3.319248826
64,大雪冬至,2.743589744
65,代立军,3
66,单身骑士,3.330143541
67,荡寇风云,2.899521531
68,盗潜黄金城,2.655172414
69,敌对区域,3.156682028
70,底特律,3.842592593
71,帝一之国,3.923444976
72,电锯惊魂8：竖锯,3.064814815
73,东北插班生,3.5
74,东方快车谋杀案,3.042253521
75,东京食尸鬼 真人版,2.587677725
76,动物园长的夫人,3.119815668
77,豆福传,2.928571429
78,毒。诫,2.160377358
79,独自在夜晚的海边,3.39047619
80,敦刻尔克,3.967741935
81,哆啦A梦：大雄的南极冰冰凉大冒险,3.223809524
82,恶女,2.87962963
83,二代妖精之今生有幸,2.820276498
84,反转人生,2.509259259
85,犯罪都市,3.3640553
86,方法派,2.976958525
87,方形,3.657407407
88,芳华,3.132701422
89,非凡任务,2.845070423
90,非正式特工,2.623762376
91,菲利普船长,3.888888889
92,菲洛梅娜,4.25
93,肥皂泡,3.619266055
94,疯狂父母,2.669724771
95,疯狂之家,2.473684211
96,冯梦龙传奇,3.136752137
97,缝纫机乐队,2.967592593
98,佛罗里达乐园,3.912442396
99,伏地魔：传人的起源,2.612149533
100,浮生梦,3.105263158
101,父子雄兵,2.079069767
102,复仇：一个爱情故事,3.201219512
103,复仇天使,2.810185185
104,钢之炼金术师,2.17961165
105,哥哥太爱我了怎么办,2.653658537
106,哥斯拉：怪兽行星,2.930555556
107,歌声不绝,2.57635468
108,公牛历险记,3.502304147
109,公园,3.103286385
110,攻壳机动队,3.154589372
111,宫合,2.802816901
112,怪奇秀,3.427230047
113,关原之战,3.348571429
114,光,3.176190476
115,光灵,2.875
116,光芒渐逝的年代,3.624161074
117,鬼话怪谈·祥云寺,3
118,海边的李尔,2.85
119,海边的生与死,2.607843137
120,海带,3.386046512
121,海角有个五店市,2.821596244
122,海滩的一天,4.19047619
123,海滩游侠,2.485981308
124,捍卫者,4.018779343
125,好时光,3.574074074
126,黑暗塔,2.168224299
127,黑蝴蝶,2.99537037
128,黑森灵,3.041666667
129,黑夜造访,3.00921659
130,黑子的篮球：最后的游戏,3.148148148
131,嗨翻姐妹行,3.066037736
132,亨利之书,3.028571429
133,红衣小女孩2,2.912442396
134,花容月貌,3.9
135,华盛顿邮报,3.896226415
136,坏妈妈的圣诞节,2.771028037
137,环太平洋,4.210526316
138,彗星来的那一夜,3.901869159
139,婚宴桌牌19号,2.928909953
140,机动战士高达THE ORIGIN V 激战 鲁姆战役篇,4.5
141,机器之血,2.334883721
142,畸形屋,3.060747664
143,极盗车神,3.535545024
144,极恶非道3,3.705426357
145,极寒之城,3.399061033
146,极速风流,4.399082569
147,记忆大师,3.088785047
148,记忆之夜,3.453703704
149,忌日快乐,3.417721519
150,寂静中的惊奇,2.947619048
151,加勒比海盗5：死无对证,3.367924528
152,加州公路巡警,3.218604651
153,嘉年华,3.953051643
154,坚强,3.205607477
155,缄默,2.378504673
156,鲛珠传,2
157,杰罗德游戏,3.165876777
158,捷德奥特曼 剧场版：连接吧！心愿！！,3.129496403
159,解冻,3.074074074
160,解忧杂货店,2.369863014
161,今天的吉良同学,2.948598131
162,今晚打丧尸,1.957746479
163,金刚：骷髅岛,3.214611872
164,金刚狼3：殊死一战,3.98156682
165,金色梦乡,2.775862069
166,京城81号2,1.752380952
167,惊天解密,2.876712329
168,精灵宝可梦：就决定是你了,3.616113744
169,敬畏,3.150943396
170,酒吧,2.972093023
171,酒会,3.483412322
172,救僵清道夫,2.455399061
173,巨额来电,2.781395349
174,绝密跟踪,3.7
175,绝世高手,2.920187793
176,军舰岛,3.461187215
177,军犬麦克斯2：白宫英雄,2.661870504
178,科洛弗悖论,2.598130841
179,空白的13年,3.673076923
180,空难余波,2.594470046
181,空手道,2.920560748
182,空天猎,2.25
183,空之境界 未来福音,4.454545455
184,苦难的收获,3.035714286
185,快乐结局,3.627358491
186,狂热郁金香,2.705607477
187,狂兽,2.488262911
188,窥镜,2.125
189,啦啦队之舞：女高中生用啦啦队舞蹈征服全美的真实故事,3.19047619
190,蜡笔小新：宇宙人来袭,3.171296296
191,辣手保姆,3.344036697
192,蓝精灵：寻找神秘村,3.133640553
193,浪矢解忧杂货店,3.268518519
194,老爸当家2,3.05
195,老师！我可以喜欢你吗？,2.894736842
196,老幸运,3.723300971
197,老幺,3.165898618
198,乐高DC超级英雄：闪电侠,3.657407407
199,乐高幻影忍者大电影,2.911627907
200,勒索风云,3.320930233
201,雷神3：诸神黄昏,3.165137615
202,李雷和韩梅梅,1.626168224
203,恋爱禁止的世界,1.75
204,猎杀星期一,3.072115385
205,灵魂摆渡·黄泉,3.410377358
206,灵蚀,2.902777778
207,灵异空间,2.444444444
208,流感,3.05
209,六人晚餐,2
210,龙之战,3.191588785
211,陋室,2.556603774
212,罗曼先生，你好,3.208333333
213,麻烦家族,2.133333333
